,ID1-Seg,ID2-Seg,ID1-Pixels,ID2-Pixels,EndPoints,z1,z2,y1,y2,x1,x2
218,7577,8497,36207,24535,"[([10.0, 1869.0, 1172.0], [9.0, 1876.0, 1219.0])]",28,57,186,171,71,350
219,7577,7866,36207,30819,"[([10.0, 1869.0, 1172.0], [9.0, 1910.0, 1205.0])]",28,97,186,140,71,223
220,1291,5783,325837,76395,"[([376.0, 330.0, 1384.0], [376.0, 322.0, 1383.0])]",373,152,705,206,1385,664
221,7271,3045,40444,190786,"[([181.0, 401.0, 797.0], [179.0, 392.0, 796.0])]",178,145,403,1655,275,437
222,3689,3093,155751,185710,"[([9.0, 783.0, 1603.0], [9.0, 770.0, 1609.0])]",146,277,788,311,716,1609
223,3689,5745,155751,76456,"[([9.0, 783.0, 1603.0], [9.0, 727.0, 1593.0])]",146,108,788,139,716,428
224,3689,5052,155751,100559,"[([9.0, 783.0, 1603.0], [9.0, 773.0, 1594.0])]",146,193,788,776,716,204
225,7826,7381,30979,37994,"[([88.0, 397.0, 309.0], [89.0, 403.0, 302.0])]",83,115,602,394,310,452
226,2649,2636,209280,212867,"[([9.0, 1135.0, 1837.0], [9.0, 1117.0, 1860.0])]",470,435,1115,933,1837,1081
227,2649,3206,209280,180810,"[([9.0, 1135.0, 1837.0], [9.0, 1117.0, 1797.0])]",470,154,1115,932,1837,340
228,2649,4246,209280,130468,"[([9.0, 1135.0, 1837.0], [9.0, 1143.0, 1840.0])]",470,423,1115,154,1837,1840
229,2649,1311,209280,327179,"[([9.0, 1135.0, 1837.0], [9.0, 1100.0, 1838.0])]",470,646,1115,901,1837,581
230,8689,5420,21336,89116,"[([39.0, 1430.0, 298.0], [38.0, 1428.0, 298.0])]",41,47,105,623,109,276
231,5420,3279,89116,175054,"[([38.0, 1428.0, 298.0], [44.0, 1421.0, 306.0])]",47,133,623,833,276,536
232,5630,1680,81536,284329,"[([9.0, 1504.0, 1422.0], [9.0, 1501.0, 1398.0])]",33,343,332,1502,728,748
233,5630,8979,81536,19558,"[([9.0, 1830.0, 694.0], [9.0, 1800.0, 707.0])]",33,99,332,252,728,59
234,5630,7836,81536,31670,"[([9.0, 1830.0, 694.0], [9.0, 1797.0, 669.0])]",33,34,332,109,728,158
235,5630,4294,81536,130280,"[([9.0, 1830.0, 694.0], [9.0, 1804.0, 688.0])]",33,155,332,261,728,94
236,5630,4424,81536,124299,"[([9.0, 1830.0, 694.0], [9.0, 1836.0, 725.0])]",33,507,332,247,728,151
237,5630,8166,81536,26856,"[([9.0, 1830.0, 694.0], [9.0, 1804.0, 710.0])]",33,104,332,243,728,89
238,7498,5934,36481,71912,"[([9.0, 1789.0, 656.0], [9.0, 1797.0, 643.0])]",136,255,262,259,128,391
239,5625,4719,80795,113256,"[([314.0, 1189.0, 731.0], [315.0, 1187.0, 728.0])]",308,146,862,481,568,821
240,5096,5745,99569,76456,"[([9.0, 742.0, 1608.0], [9.0, 727.0, 1593.0])]",49,108,742,139,356,428
241,5745,5052,76456,100559,"[([9.0, 727.0, 1593.0], [9.0, 773.0, 1594.0])]",108,193,139,776,428,204
242,6654,13700,54328,6429,"[([9.0, 727.0, 1277.0], [9.0, 740.0, 1295.0])]",45,4,356,39,770,168
243,6654,2565,54328,216789,"[([9.0, 727.0, 1277.0], [9.0, 756.0, 1292.0])]",45,608,356,696,770,755
244,6654,3167,54328,182055,"[([9.0, 727.0, 1277.0], [9.0, 733.0, 1272.0])]",45,740,356,152,770,410
245,5774,5256,76319,93681,"[([9.0, 758.0, 1403.0], [9.0, 762.0, 1421.0])]",328,323,758,1071,867,530
246,847,1810,424583,274039,"[([9.0, 753.0, 1804.0], [11.0, 745.0, 1850.0])]",613,740,754,512,1758,467
247,847,1316,424583,324310,"[([9.0, 753.0, 1804.0], [9.0, 765.0, 1795.0])]",613,732,754,765,1758,1162
248,847,2479,424583,220558,"[([9.0, 753.0, 1804.0], [9.0, 804.0, 1830.0])]",613,241,754,804,1758,410
249,847,4028,424583,140465,"[([9.0, 753.0, 1804.0], [9.0, 780.0, 1806.0])]",613,393,754,780,1758,171
250,4404,3706,125930,154055,"[([9.0, 727.0, 1826.0], [9.0, 740.0, 1849.0])]",740,202,1193,1308,333,254
251,4404,1810,125930,274039,"[([9.0, 727.0, 1826.0], [11.0, 745.0, 1850.0])]",740,740,1193,512,333,467
252,4404,7627,125930,34369,"[([9.0, 727.0, 1826.0], [9.0, 746.0, 1830.0])]",740,91,1193,152,333,219
253,3167,2565,182055,216789,"[([9.0, 733.0, 1272.0], [9.0, 756.0, 1292.0])]",740,608,152,696,410,755
254,3167,1290,182055,328470,"[([9.0, 733.0, 1272.0], [9.0, 756.0, 1291.0])]",740,740,152,554,410,1813
255,3167,13700,182055,6429,"[([9.0, 733.0, 1272.0], [9.0, 740.0, 1295.0])]",740,4,152,39,410,168
256,1463,3158,305718,181167,"[([9.0, 810.0, 1865.0], [9.0, 764.0, 1830.0])]",212,740,813,802,708,595
257,1463,2479,305718,220558,"[([9.0, 810.0, 1865.0], [9.0, 804.0, 1830.0])]",212,241,813,804,708,410
258,1463,5077,305718,99431,"[([9.0, 810.0, 1865.0], [9.0, 774.0, 1831.0])]",212,121,813,776,708,865
259,3706,1810,154055,274039,"[([9.0, 740.0, 1849.0], [11.0, 745.0, 1850.0])]",202,740,1308,512,254,467
260,3706,3239,154055,178016,"[([9.0, 740.0, 1849.0], [9.0, 780.0, 1807.0])]",202,155,1308,601,254,281
261,3706,5077,154055,99431,"[([9.0, 740.0, 1849.0], [9.0, 774.0, 1831.0])]",202,121,1308,776,254,865
262,13700,2565,6429,216789,"[([9.0, 740.0, 1295.0], [9.0, 756.0, 1292.0])]",4,608,39,696,168,755
263,13700,5256,6429,93681,"[([10.0, 770.0, 1463.0], [9.0, 762.0, 1421.0])]",4,323,39,1071,168,530
264,1810,1316,274039,324310,"[([11.0, 745.0, 1850.0], [9.0, 765.0, 1795.0])]",740,732,512,765,467,1162
265,1810,4028,274039,140465,"[([11.0, 745.0, 1850.0], [9.0, 780.0, 1806.0])]",740,393,512,780,467,171
266,1810,7627,274039,34369,"[([11.0, 745.0, 1850.0], [9.0, 746.0, 1830.0])]",740,91,512,152,467,219
267,1810,5077,274039,99431,"[([11.0, 745.0, 1850.0], [9.0, 774.0, 1831.0])]",740,121,512,776,467,865
268,2565,1290,216789,328470,"[([9.0, 756.0, 1292.0], [9.0, 756.0, 1291.0])]",608,740,696,554,755,1813
269,7627,5077,34369,99431,"[([9.0, 746.0, 1830.0], [9.0, 774.0, 1831.0])]",91,121,152,776,219,865
270,7627,2479,34369,220558,"[([9.0, 746.0, 1830.0], [9.0, 804.0, 1830.0])]",91,241,152,804,219,410
271,1316,6267,324310,62531,"[([9.0, 765.0, 1795.0], [9.0, 786.0, 1824.0])]",732,206,765,137,1162,333
272,1316,718,324310,493930,"[([9.0, 765.0, 1795.0], [9.0, 781.0, 1805.0])]",732,740,765,513,1162,1221
273,1316,2479,324310,220558,"[([9.0, 765.0, 1795.0], [9.0, 804.0, 1830.0])]",732,241,765,804,1162,410
274,1316,4028,324310,140465,"[([9.0, 765.0, 1795.0], [9.0, 780.0, 1806.0])]",732,393,765,780,1162,171
275,4262,1042,131318,371096,"[([9.0, 762.0, 1919.0], [9.0, 774.0, 1930.0])]",740,314,427,1384,489,1669
276,4028,6267,140465,62531,"[([9.0, 780.0, 1806.0], [9.0, 786.0, 1824.0])]",393,206,780,137,171,333
277,4028,3239,140465,178016,"[([9.0, 780.0, 1806.0], [9.0, 780.0, 1807.0])]",393,155,780,601,171,281
278,4028,2479,140465,220558,"[([9.0, 780.0, 1806.0], [9.0, 804.0, 1830.0])]",393,241,780,804,171,410
279,4028,718,140465,493930,"[([9.0, 780.0, 1806.0], [9.0, 781.0, 1805.0])]",393,740,780,513,171,1221
280,5052,3093,100559,185710,"[([9.0, 773.0, 1594.0], [9.0, 770.0, 1609.0])]",193,277,776,311,204,1609
281,3483,2871,167415,198277,"[([9.0, 755.0, 1704.0], [9.0, 778.0, 1725.0])]",320,740,1293,637,654,420
282,3483,5472,167415,88305,"[([9.0, 755.0, 1704.0], [9.0, 787.0, 1681.0])]",320,111,1293,610,654,369
283,3483,1949,167415,259866,"[([9.0, 755.0, 1704.0], [9.0, 787.0, 1657.0])]",320,740,1293,580,654,346
284,5077,3158,99431,181167,"[([9.0, 774.0, 1831.0], [9.0, 764.0, 1830.0])]",121,740,776,802,865,595
285,5256,8454,93681,24028,"[([328.0, 1826.0, 892.0], [333.0, 1823.0, 895.0])]",323,100,1071,224,530,304
286,5256,4162,93681,135379,"[([9.0, 762.0, 1421.0], [9.0, 781.0, 1455.0])]",323,604,1071,110,530,1455
287,5256,4539,93681,119954,"[([9.0, 762.0, 1421.0], [9.0, 803.0, 1445.0])]",323,194,1071,808,530,761
288,5256,10429,93681,11668,"[([9.0, 762.0, 1421.0], [9.0, 806.0, 1423.0])]",323,78,1071,73,530,170
289,3348,4040,172399,139830,"[([9.0, 791.0, 1270.0], [9.0, 805.0, 1264.0])]",262,373,308,256,777,572
290,3093,2319,185710,231522,"[([9.0, 770.0, 1609.0], [9.0, 808.0, 1623.0])]",277,324,311,1239,1609,1052
291,3093,2238,185710,235928,"[([9.0, 770.0, 1609.0], [9.0, 811.0, 1641.0])]",277,290,311,1236,1609,1566
292,3158,6267,181167,62531,"[([9.0, 764.0, 1830.0], [9.0, 786.0, 1824.0])]",740,206,802,137,595,333
293,3158,3239,181167,178016,"[([9.0, 764.0, 1830.0], [9.0, 780.0, 1807.0])]",740,155,802,601,595,281
294,3158,718,181167,493930,"[([9.0, 764.0, 1830.0], [9.0, 781.0, 1805.0])]",740,740,802,513,595,1221
295,3158,2479,181167,220558,"[([9.0, 764.0, 1830.0], [9.0, 804.0, 1830.0])]",740,241,802,804,595,410
296,1949,5011,259866,103085,"[([9.0, 787.0, 1657.0], [9.0, 788.0, 1646.0])]",740,186,580,570,346,404
297,6267,3239,62531,178016,"[([9.0, 786.0, 1824.0], [9.0, 780.0, 1807.0])]",206,155,137,601,333,281
298,6267,2479,62531,220558,"[([9.0, 786.0, 1824.0], [9.0, 804.0, 1830.0])]",206,241,137,804,333,410
299,6267,3125,62531,184536,"[([213.0, 666.0, 1496.0], [215.0, 665.0, 1517.0])]",206,534,137,210,333,1271
300,6267,718,62531,493930,"[([9.0, 786.0, 1824.0], [9.0, 781.0, 1805.0])]",206,740,137,513,333,1221
301,2981,4950,194441,104783,"[([9.0, 771.0, 1360.0], [9.0, 783.0, 1355.0])]",144,373,277,246,695,692
302,2981,11096,194441,9544,"[([144.0, 1029.0, 1838.0], [135.0, 1027.0, 1821.0])]",144,12,277,32,695,41
303,2981,4965,194441,104235,"[([9.0, 771.0, 1360.0], [9.0, 826.0, 1350.0])]",144,283,277,157,695,697
304,2981,4504,194441,122782,"[([9.0, 771.0, 1360.0], [9.0, 805.0, 1403.0])]",144,118,277,307,695,644
305,7785,11576,33684,8787,"[([9.0, 777.0, 1943.0], [9.0, 787.0, 1916.0])]",52,50,196,47,104,131
306,7785,8062,33684,29237,"[([9.0, 777.0, 1943.0], [9.0, 799.0, 1943.0])]",52,29,196,49,104,104
307,718,3239,493930,178016,"[([9.0, 781.0, 1805.0], [9.0, 780.0, 1807.0])]",740,155,513,601,1221,281
308,4162,4736,135379,113066,"[([9.0, 781.0, 1455.0], [9.0, 839.0, 1455.0])]",604,151,110,521,1455,1456
309,4162,4539,135379,119954,"[([9.0, 781.0, 1455.0], [9.0, 803.0, 1445.0])]",604,194,110,808,1455,761
310,4162,10429,135379,11668,"[([9.0, 781.0, 1455.0], [9.0, 806.0, 1423.0])]",604,78,110,73,1455,170
311,3239,4609,178016,118947,"[([9.0, 780.0, 1807.0], [9.0, 838.0, 1802.0])]",155,197,601,158,281,245
312,1900,7435,264205,37520,"[([9.0, 783.0, 1458.0], [9.0, 810.0, 1504.0])]",590,66,725,85,589,334
313,5472,6299,88305,60430,"[([9.0, 787.0, 1681.0], [9.0, 819.0, 1720.0])]",111,79,610,437,369,117
314,5472,1086,88305,361133,"[([9.0, 787.0, 1681.0], [9.0, 807.0, 1669.0])]",111,740,610,1240,369,669
315,11576,8062,8787,29237,"[([9.0, 787.0, 1916.0], [9.0, 799.0, 1943.0])]",50,29,47,49,131,104
316,4040,2609,139830,213258,"[([192.0, 1042.0, 1090.0], [199.0, 1006.0, 1093.0])]",373,153,256,294,572,2047
317,4040,2416,139830,224179,"[([9.0, 805.0, 1264.0], [11.0, 819.0, 1217.0])]",373,439,256,481,572,830
318,4040,9607,139830,14873,"[([9.0, 805.0, 1264.0], [9.0, 823.0, 1270.0])]",373,68,256,124,572,142
319,4040,4811,139830,109867,"[([380.0, 1004.0, 824.0], [381.0, 1001.0, 829.0])]",373,148,256,245,572,343
320,4539,4736,119954,113066,"[([9.0, 803.0, 1445.0], [9.0, 839.0, 1455.0])]",194,151,808,521,761,1456
321,4539,10429,119954,11668,"[([9.0, 803.0, 1445.0], [9.0, 806.0, 1423.0])]",194,78,808,73,761,170
322,4379,4140,125296,135760,"[([9.0, 834.0, 1680.0], [9.0, 890.0, 1679.0])]",179,141,838,890,995,341
323,4379,3130,125296,184714,"[([9.0, 834.0, 1680.0], [9.0, 798.0, 1636.0])]",179,85,838,1249,995,383
324,4379,1086,125296,361133,"[([9.0, 834.0, 1680.0], [9.0, 807.0, 1669.0])]",179,740,838,1240,995,669
325,4379,2238,125296,235928,"[([9.0, 834.0, 1680.0], [9.0, 811.0, 1641.0])]",179,290,838,1236,995,1566
326,3130,2319,184714,231522,"[([9.0, 798.0, 1636.0], [9.0, 808.0, 1623.0])]",85,324,1249,1239,383,1052
327,3130,2238,184714,235928,"[([9.0, 798.0, 1636.0], [9.0, 811.0, 1641.0])]",85,290,1249,1236,383,1566
328,10429,4736,11668,113066,"[([9.0, 806.0, 1423.0], [9.0, 839.0, 1455.0])]",78,151,73,521,170,1456
329,10429,4504,11668,122782,"[([9.0, 806.0, 1423.0], [9.0, 805.0, 1403.0])]",78,118,73,307,170,644
330,10429,2718,11668,206823,"[([85.0, 742.0, 1253.0], [86.0, 745.0, 1264.0])]",78,337,73,292,170,1264
331,9137,1232,19155,334542,"[([9.0, 896.0, 1814.0], [9.0, 877.0, 1810.0])]",32,740,210,560,240,1584
332,9137,2778,19155,203719,"[([9.0, 896.0, 1814.0], [9.0, 850.0, 1826.0])]",32,740,210,728,240,265
333,9137,2596,19155,213920,"[([9.0, 896.0, 1814.0], [9.0, 857.0, 1819.0])]",32,266,210,1223,240,809
334,9137,7721,19155,33091,"[([9.0, 896.0, 1814.0], [12.0, 860.0, 1826.0])]",32,142,210,241,240,221
335,7435,1739,37520,279227,"[([9.0, 810.0, 1504.0], [9.0, 841.0, 1486.0])]",66,673,85,843,334,285
336,7435,2097,37520,247286,"[([9.0, 810.0, 1504.0], [9.0, 851.0, 1499.0])]",66,523,85,887,334,1167
337,2319,2238,231522,235928,"[([9.0, 808.0, 1623.0], [9.0, 811.0, 1641.0])]",324,290,1239,1236,1052,1566
338,2238,2000,235928,257302,"[([9.0, 811.0, 1641.0], [9.0, 847.0, 1669.0])]",290,318,1236,1210,1566,1119
339,5143,5828,98522,74497,"[([9.0, 936.0, 1934.0], [9.0, 945.0, 1938.0])]",42,182,936,946,906,406
340,5143,3309,98522,174268,"[([9.0, 936.0, 1934.0], [9.0, 926.0, 1913.0])]",42,362,936,927,906,1827
341,6527,4965,55631,104235,"[([9.0, 823.0, 1328.0], [9.0, 826.0, 1350.0])]",55,283,170,157,719,697
342,6402,3654,57969,156508,"[([9.0, 824.0, 1939.0], [9.0, 823.0, 1914.0])]",47,342,143,367,106,1914
343,3654,4832,156508,109179,"[([119.0, 883.0, 1025.0], [123.0, 830.0, 1019.0])]",342,46,367,441,1914,130
344,6299,11286,60430,9131,"[([87.0, 1255.0, 1702.0], [85.0, 1254.0, 1693.0])]",79,55,437,189,117,101
345,4140,2000,135760,257302,"[([9.0, 890.0, 1679.0], [9.0, 847.0, 1669.0])]",141,318,890,1210,341,1119
346,7643,5661,33982,78340,"[([173.0, 536.0, 1592.0], [170.0, 565.0, 1589.0])]",164,368,347,566,154,130
347,4609,2596,118947,213920,"[([9.0, 838.0, 1802.0], [9.0, 857.0, 1819.0])]",197,266,158,1223,245,809
348,4609,2778,118947,203719,"[([9.0, 838.0, 1802.0], [9.0, 850.0, 1826.0])]",197,740,158,728,245,265
349,1794,2062,274558,249499,"[([9.0, 835.0, 1215.0], [9.0, 850.0, 1217.0])]",189,214,1212,1210,591,786
350,1794,3906,274558,144595,"[([9.0, 835.0, 1215.0], [9.0, 886.0, 1188.0])]",189,128,1212,886,591,278
351,1794,1496,274558,301622,"[([9.0, 835.0, 1215.0], [9.0, 881.0, 1215.0])]",189,100,1212,1166,591,411
352,2062,3906,249499,144595,"[([9.0, 850.0, 1217.0], [9.0, 886.0, 1188.0])]",214,128,1210,886,786,278
353,2596,1232,213920,334542,"[([9.0, 857.0, 1819.0], [9.0, 877.0, 1810.0])]",266,740,1223,560,809,1584
354,2596,2778,213920,203719,"[([9.0, 857.0, 1819.0], [9.0, 850.0, 1826.0])]",266,740,1223,728,809,265
355,3665,3560,155971,162490,"[([9.0, 861.0, 1299.0], [9.0, 875.0, 1295.0])]",740,589,579,875,293,175
356,3560,3440,162490,168341,"[([9.0, 875.0, 1295.0], [9.0, 890.0, 1303.0])]",589,680,875,984,175,617
357,3560,1661,162490,287260,"[([9.0, 875.0, 1295.0], [9.0, 893.0, 1287.0])]",589,740,875,594,175,846
358,2778,7721,203719,33091,"[([9.0, 850.0, 1826.0], [12.0, 860.0, 1826.0])]",740,142,728,241,265,221
359,3906,4030,144595,139950,"[([9.0, 886.0, 1188.0], [9.0, 912.0, 1181.0])]",128,162,886,912,278,352
360,2249,941,235980,397088,"[([9.0, 857.0, 1374.0], [9.0, 897.0, 1418.0])]",250,740,93,347,674,1138
361,2249,4412,235980,124619,"[([9.0, 857.0, 1374.0], [9.0, 863.0, 1386.0])]",250,314,93,583,674,662
362,4030,1931,139950,260842,"[([9.0, 912.0, 1181.0], [9.0, 965.0, 1186.0])]",162,200,912,965,352,374
363,2347,6210,229189,63162,"[([9.0, 861.0, 1458.0], [9.0, 892.0, 1464.0])]",676,98,1186,203,548,289
364,2347,2655,229189,209497,"[([9.0, 861.0, 1458.0], [9.0, 893.0, 1458.0])]",676,418,1186,756,548,1458
365,2347,2840,229189,200267,"[([9.0, 861.0, 1458.0], [9.0, 912.0, 1464.0])]",676,740,1186,634,548,624
366,2347,1953,229189,260524,"[([9.0, 861.0, 1458.0], [9.0, 913.0, 1469.0])]",676,740,1186,781,548,690
367,4412,941,124619,397088,"[([9.0, 863.0, 1386.0], [9.0, 897.0, 1418.0])]",314,740,583,347,662,1138
368,10895,10440,10588,11837,"[([9.0, 868.0, 1933.0], [9.0, 876.0, 1929.0])]",29,31,191,220,117,122
369,1661,3440,287260,168341,"[([9.0, 893.0, 1287.0], [9.0, 890.0, 1303.0])]",740,680,594,984,846,617
370,1232,2860,334542,201219,"[([9.0, 877.0, 1810.0], [9.0, 880.0, 1798.0])]",740,534,560,737,1584,1798
371,4754,2269,112492,234954,"[([9.0, 1811.0, 1278.0], [9.0, 1809.0, 1280.0])]",174,740,939,1121,157,667
372,1496,1410,301622,311502,"[([9.0, 881.0, 1215.0], [9.0, 925.0, 1238.0])]",100,639,1166,2047,411,1256
373,1496,1927,301622,262417,"[([9.0, 881.0, 1215.0], [9.0, 920.0, 1219.0])]",100,480,1166,1130,411,461
374,1496,3467,301622,166453,"[([9.0, 881.0, 1215.0], [9.0, 911.0, 1211.0])]",100,466,1166,269,411,836
375,5419,7043,88220,45903,"[([9.0, 908.0, 1756.0], [9.0, 909.0, 1711.0])]",84,20,908,64,514,336
376,2655,2840,209497,200267,"[([9.0, 893.0, 1458.0], [9.0, 912.0, 1464.0])]",418,740,756,634,1458,624
377,2655,6210,209497,63162,"[([9.0, 893.0, 1458.0], [9.0, 892.0, 1464.0])]",418,98,756,203,1458,289
378,7043,7565,45903,36053,"[([9.0, 909.0, 1711.0], [9.0, 935.0, 1659.0])]",20,127,64,78,336,388
379,6210,2840,63162,200267,"[([9.0, 892.0, 1464.0], [9.0, 912.0, 1464.0])]",98,740,203,634,289,624
380,6210,1953,63162,260524,"[([9.0, 892.0, 1464.0], [9.0, 913.0, 1469.0])]",98,740,203,781,289,690
381,3467,3670,166453,158142,"[([9.0, 911.0, 1211.0], [9.0, 908.0, 1254.0])]",466,740,269,943,836,250
382,3467,4723,166453,112541,"[([9.0, 911.0, 1211.0], [9.0, 921.0, 1254.0])]",466,277,269,271,836,793
383,3467,1927,166453,262417,"[([9.0, 911.0, 1211.0], [9.0, 920.0, 1219.0])]",466,480,269,1130,836,461
384,3467,3518,166453,165408,"[([9.0, 911.0, 1211.0], [9.0, 910.0, 1231.0])]",466,132,269,581,836,817
385,3309,7380,174268,37990,"[([9.0, 926.0, 1913.0], [9.0, 924.0, 1854.0])]",362,79,927,117,1827,193
386,2840,2949,200267,197562,"[([9.0, 912.0, 1464.0], [9.0, 926.0, 1458.0])]",740,272,634,300,624,595
387,2840,1953,200267,260524,"[([9.0, 912.0, 1464.0], [9.0, 913.0, 1469.0])]",740,740,634,781,624,690
388,3670,4723,158142,112541,"[([9.0, 908.0, 1254.0], [9.0, 921.0, 1254.0])]",740,277,943,271,250,793
389,3670,1410,158142,311502,"[([9.0, 908.0, 1254.0], [9.0, 925.0, 1238.0])]",740,639,943,2047,250,1256
390,3670,1927,158142,262417,"[([9.0, 908.0, 1254.0], [9.0, 920.0, 1219.0])]",740,480,943,1130,250,461
391,3670,3518,158142,165408,"[([9.0, 908.0, 1254.0], [9.0, 910.0, 1231.0])]",740,132,943,581,250,817
392,3670,7652,158142,33222,"[([9.0, 908.0, 1254.0], [9.0, 935.0, 1245.0])]",740,89,943,186,250,802
393,3518,6660,165408,53409,"[([9.0, 910.0, 1231.0], [9.0, 966.0, 1236.0])]",132,158,581,185,817,811
394,3518,4723,165408,112541,"[([9.0, 910.0, 1231.0], [9.0, 921.0, 1254.0])]",132,277,581,271,817,793
395,3518,1410,165408,311502,"[([9.0, 910.0, 1231.0], [9.0, 925.0, 1238.0])]",132,639,581,2047,817,1256
396,3518,1927,165408,262417,"[([9.0, 910.0, 1231.0], [9.0, 920.0, 1219.0])]",132,480,581,1130,817,461
397,3518,7652,165408,33222,"[([9.0, 910.0, 1231.0], [9.0, 935.0, 1245.0])]",132,89,581,186,817,802
398,1931,4670,260842,114218,"[([9.0, 965.0, 1186.0], [9.0, 962.0, 1209.0])]",200,337,965,1064,374,487
399,1931,3568,260842,161397,"[([9.0, 965.0, 1186.0], [9.0, 969.0, 1209.0])]",200,298,965,971,374,704
400,7565,6533,36053,55715,"[([9.0, 935.0, 1659.0], [9.0, 957.0, 1679.0])]",127,131,78,93,388,370
401,7565,5801,36053,75626,"[([9.0, 935.0, 1659.0], [9.0, 963.0, 1677.0])]",127,124,78,265,388,400
402,4723,7652,112541,33222,"[([9.0, 921.0, 1254.0], [9.0, 935.0, 1245.0])]",277,89,271,186,793,802
403,1953,2949,260524,197562,"[([9.0, 913.0, 1469.0], [9.0, 926.0, 1458.0])]",740,272,781,300,690,595
404,2960,1377,194039,318042,"[([9.0, 927.0, 1536.0], [9.0, 952.0, 1548.0])]",721,466,586,1117,585,621
405,2960,1435,194039,309118,"[([9.0, 927.0, 1536.0], [12.0, 970.0, 1557.0])]",721,740,586,689,585,643
406,585,4157,621565,134871,"[([9.0, 1153.0, 1917.0], [9.0, 1141.0, 1919.0])]",480,539,2047,1141,1489,1313
407,585,13483,621565,5664,"[([9.0, 1153.0, 1917.0], [9.0, 1141.0, 1898.0])]",480,26,2047,93,1489,149
408,585,10433,621565,11944,"[([9.0, 1153.0, 1917.0], [9.0, 1148.0, 1860.0])]",480,22,2047,59,1489,187
409,585,1616,621565,291726,"[([9.0, 1153.0, 1917.0], [9.0, 1126.0, 1918.0])]",480,366,2047,1127,1489,1091
410,5711,1435,78812,309118,"[([9.0, 928.0, 1538.0], [12.0, 970.0, 1557.0])]",305,740,140,689,509,643
411,5711,1975,78812,258400,"[([9.0, 928.0, 1538.0], [9.0, 951.0, 1584.0])]",305,740,140,547,509,1389
412,1927,1410,262417,311502,"[([9.0, 920.0, 1219.0], [9.0, 925.0, 1238.0])]",480,639,1130,2047,461,1256
413,1927,7652,262417,33222,"[([9.0, 920.0, 1219.0], [9.0, 935.0, 1245.0])]",480,89,1130,186,461,802
414,4826,2054,110381,252048,"[([9.0, 917.0, 1367.0], [9.0, 928.0, 1370.0])]",121,653,1130,538,196,680
415,4826,4410,110381,124358,"[([9.0, 917.0, 1367.0], [9.0, 949.0, 1321.0])]",121,163,1130,1102,196,341
416,4826,2368,110381,227429,"[([9.0, 917.0, 1367.0], [9.0, 951.0, 1357.0])]",121,740,1130,857,196,699
417,4826,3668,110381,156374,"[([9.0, 917.0, 1367.0], [9.0, 937.0, 1353.0])]",121,582,1130,127,196,786
418,4826,2388,110381,228416,"[([9.0, 917.0, 1367.0], [9.0, 945.0, 1374.0])]",121,170,1130,1102,196,425
419,4826,5794,110381,75497,"[([9.0, 917.0, 1367.0], [9.0, 923.0, 1337.0])]",121,236,1130,223,196,710
420,2522,2071,219027,249935,"[([9.0, 917.0, 1634.0], [9.0, 971.0, 1618.0])]",609,528,1130,468,1192,449
421,1148,8218,349102,27031,"[([9.0, 918.0, 1782.0], [9.0, 953.0, 1763.0])]",406,65,1129,36,1199,284
422,1148,1864,349102,268054,"[([9.0, 918.0, 1782.0], [14.0, 936.0, 1792.0])]",406,208,1129,936,1199,957
423,5794,10235,75497,12758,"[([9.0, 923.0, 1337.0], [9.0, 937.0, 1300.0])]",236,16,223,67,710,302
424,1410,7652,311502,33222,"[([9.0, 925.0, 1238.0], [9.0, 935.0, 1245.0])]",639,89,2047,186,1256,802
425,1975,3336,258400,174355,"[([9.0, 951.0, 1584.0], [9.0, 963.0, 1594.0])]",740,740,547,724,1389,1082
426,1975,1435,258400,309118,"[([9.0, 951.0, 1584.0], [12.0, 970.0, 1557.0])]",740,740,547,689,1389,643
427,2949,1890,197562,265097,"[([9.0, 926.0, 1458.0], [9.0, 951.0, 1434.0])]",272,333,300,1096,595,781
428,2054,2388,252048,228416,"[([9.0, 928.0, 1370.0], [9.0, 945.0, 1374.0])]",653,170,538,1102,680,425
429,7652,3301,33222,174443,"[([9.0, 935.0, 1245.0], [9.0, 987.0, 1222.0])]",89,169,186,506,802,825
430,7652,4983,33222,104443,"[([9.0, 935.0, 1245.0], [9.0, 967.0, 1283.0])]",89,95,186,144,802,764
431,7652,6651,33222,53353,"[([9.0, 935.0, 1245.0], [9.0, 989.0, 1231.0])]",89,94,186,86,802,816
432,10235,4546,12758,120352,"[([9.0, 937.0, 1300.0], [9.0, 949.0, 1303.0])]",16,456,67,560,302,754
433,10235,3668,12758,156374,"[([9.0, 937.0, 1300.0], [9.0, 937.0, 1353.0])]",16,582,67,127,302,786
434,10235,4410,12758,124358,"[([9.0, 937.0, 1300.0], [9.0, 949.0, 1321.0])]",16,163,67,1102,302,341
435,1435,2120,309118,244810,"[([12.0, 970.0, 1557.0], [9.0, 974.0, 1541.0])]",740,740,689,540,643,901
436,1435,3336,309118,174355,"[([12.0, 970.0, 1557.0], [9.0, 963.0, 1594.0])]",740,740,689,724,643,1082
437,1435,1377,309118,318042,"[([12.0, 970.0, 1557.0], [9.0, 952.0, 1548.0])]",740,466,689,1117,643,621
438,1435,2520,309118,217546,"[([12.0, 970.0, 1557.0], [9.0, 959.0, 1548.0])]",740,740,689,1039,643,395
